"site","period_start","period_end","reference_period","parameter","data_value","lat","lon"
"Rotorua (Bay of Plenty)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",13.331308836926814,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1994-01-01","1994-12-31","1991-2020","Very wet days",5,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",22.775584573337383,-38.10595,176.31485
"Tara Hills (Canterbury)","1994-01-01","1994-12-31",NA,"Maximum one-day rainfall",54,-44.52612,169.88948
"Tara Hills (Canterbury)","1994-01-01","1994-12-31","1961-1990","Very wet days",4,-44.52612,169.88948
"Tara Hills (Canterbury)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",22.52456538170824,-44.52612,169.88948
"Tara Hills (Canterbury)","1994-01-01","1994-12-31","1991-2020","Very wet days",5,-44.52612,169.88948
"Tara Hills (Canterbury)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",26.00151171579743,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","1994-01-01","1994-12-31",NA,"Maximum one-day rainfall",71.3,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1994-01-01","1994-12-31","1961-1990","Very wet days",11,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",26.60427807486631,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1994-01-01","1994-12-31","1991-2020","Very wet days",10,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",24.77081741787624,-38.88784,175.25981
"Taupō (Waikato)","1994-01-01","1994-12-31",NA,"Maximum one-day rainfall",51,-38.74263,176.08104
"Taupō (Waikato)","1994-01-01","1994-12-31","1961-1990","Very wet days",8,-38.74263,176.08104
"Taupō (Waikato)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",25.5011565150347,-38.74263,176.08104
"Taupō (Waikato)","1994-01-01","1994-12-31","1991-2020","Very wet days",6,-38.74263,176.08104
"Taupō (Waikato)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",20.566692367000776,-38.74263,176.08104
"Tauranga (Bay of Plenty)","1994-01-01","1994-12-31",NA,"Maximum one-day rainfall",74.2,-37.673,176.196
"Tauranga (Bay of Plenty)","1994-01-01","1994-12-31","1961-1990","Very wet days",4,-37.673,176.196
"Tauranga (Bay of Plenty)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",20.497010463378178,-37.673,176.196
"Tauranga (Bay of Plenty)","1994-01-01","1994-12-31","1991-2020","Very wet days",4,-37.673,176.196
"Tauranga (Bay of Plenty)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",20.497010463378178,-37.673,176.196
"Timaru (Canterbury)","1994-01-01","1994-12-31",NA,"Maximum one-day rainfall",64.4,-44.30517,171.22141
"Timaru (Canterbury)","1994-01-01","1994-12-31","1961-1990","Very wet days",5,-44.30517,171.22141
"Timaru (Canterbury)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",36.23554913294798,-44.30517,171.22141
"Timaru (Canterbury)","1994-01-01","1994-12-31","1991-2020","Very wet days",4,-44.30517,171.22141
"Timaru (Canterbury)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",32.22543352601156,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","1994-01-01","1994-12-31",NA,"Maximum one-day rainfall",32.3,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1994-01-01","1994-12-31","1961-1990","Very wet days",7,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",14.893444615509278,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1994-01-01","1994-12-31","1991-2020","Very wet days",6,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",13.240418118466902,-39.46249,175.66283
"Wellington (Wellington)","1994-01-01","1994-12-31",NA,"Maximum one-day rainfall",108,-41.285,174.768
"Wellington (Wellington)","1994-01-01","1994-12-31","1961-1990","Very wet days",2,-41.285,174.768
"Wellington (Wellington)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",13.72141372141372,-41.285,174.768
"Wellington (Wellington)","1994-01-01","1994-12-31","1991-2020","Very wet days",2,-41.285,174.768
"Wellington (Wellington)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",13.72141372141372,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","1994-01-01","1994-12-31",NA,"Maximum one-day rainfall",61.6,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1994-01-01","1994-12-31","1961-1990","Very wet days",8,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",25.242433147223036,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1994-01-01","1994-12-31","1991-2020","Very wet days",6,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",20.687628563032618,-39.93704,175.04509
"Whangaparāoa (Auckland)","1994-01-01","1994-12-31",NA,"Maximum one-day rainfall",76.4,-36.606,174.835
"Whangaparāoa (Auckland)","1994-01-01","1994-12-31","1961-1990","Very wet days",2,-36.606,174.835
"Whangaparāoa (Auckland)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",14.68822170900693,-36.606,174.835
"Whangaparāoa (Auckland)","1994-01-01","1994-12-31","1991-2020","Very wet days",2,-36.606,174.835
"Whangaparāoa (Auckland)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",14.68822170900693,-36.606,174.835
"Whangārei (Northland)","1994-01-01","1994-12-31",NA,"Maximum one-day rainfall",78,-35.769,174.364
"Whangārei (Northland)","1994-01-01","1994-12-31","1961-1990","Very wet days",1,-35.769,174.364
"Whangārei (Northland)","1994-01-01","1994-12-31","1961-1990","Rainfall due to very wet days",9.500609013398295,-35.769,174.364
"Whangārei (Northland)","1994-01-01","1994-12-31","1991-2020","Very wet days",1,-35.769,174.364
"Whangārei (Northland)","1994-01-01","1994-12-31","1991-2020","Rainfall due to very wet days",9.500609013398295,-35.769,174.364
"Auckland (Auckland)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",63,-37.00813,174.78873
"Auckland (Auckland)","1993-01-01","1993-12-31","1961-1990","Very wet days",5,-37.00813,174.78873
"Auckland (Auckland)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",25.68454962210383,-37.00813,174.78873
"Auckland (Auckland)","1993-01-01","1993-12-31","1991-2020","Very wet days",5,-37.00813,174.78873
"Auckland (Auckland)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",25.68454962210383,-37.00813,174.78873
"Blenheim (Marlborough)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",76.8,-41.52133,173.86439
"Blenheim (Marlborough)","1993-01-01","1993-12-31","1961-1990","Very wet days",6,-41.52133,173.86439
"Blenheim (Marlborough)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",36.78856866069267,-41.52133,173.86439
"Blenheim (Marlborough)","1993-01-01","1993-12-31","1991-2020","Very wet days",8,-41.52133,173.86439
"Blenheim (Marlborough)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",43.497214821990795,-41.52133,173.86439
"Christchurch (Canterbury)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",41,-43.493,172.537
"Christchurch (Canterbury)","1993-01-01","1993-12-31","1961-1990","Very wet days",3,-43.493,172.537
"Christchurch (Canterbury)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",16.6044776119403,-43.493,172.537
"Christchurch (Canterbury)","1993-01-01","1993-12-31","1991-2020","Very wet days",3,-43.493,172.537
"Christchurch (Canterbury)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",16.6044776119403,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",38.1,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1993-01-01","1993-12-31","1961-1990","Very wet days",1,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",4.892141756548537,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1993-01-01","1993-12-31","1991-2020","Very wet days",1,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",4.892141756548537,-40.21,176.109
"Dunedin (Otago)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",30.8,-45.90129,170.5147
"Dunedin (Otago)","1993-01-01","1993-12-31","1961-1990","Very wet days",4,-45.90129,170.5147
"Dunedin (Otago)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",14.043398533007338,-45.90129,170.5147
"Dunedin (Otago)","1993-01-01","1993-12-31","1991-2020","Very wet days",3,-45.90129,170.5147
"Dunedin (Otago)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",11.094132029339852,-45.90129,170.5147
"Gisborne (Gisborne)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",55.2,-38.6586,177.9851
"Gisborne (Gisborne)","1993-01-01","1993-12-31","1961-1990","Very wet days",5,-38.6586,177.9851
"Gisborne (Gisborne)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",25.499412455934195,-38.6586,177.9851
"Gisborne (Gisborne)","1993-01-01","1993-12-31","1991-2020","Very wet days",3,-38.6586,177.9851
"Gisborne (Gisborne)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",17.485311398354877,-38.6586,177.9851
"Gore (Southland)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",31.5,-46.115,168.887
"Gore (Southland)","1993-01-01","1993-12-31","1961-1990","Very wet days",7,-46.115,168.887
"Gore (Southland)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",18.173463526708787,-46.115,168.887
"Gore (Southland)","1993-01-01","1993-12-31","1991-2020","Very wet days",7,-46.115,168.887
"Gore (Southland)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",18.173463526708787,-46.115,168.887
"Hamilton (Waikato)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",40.8,-37.86088,175.33175
"Hamilton (Waikato)","1993-01-01","1993-12-31","1961-1990","Very wet days",6,-37.86088,175.33175
"Hamilton (Waikato)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",21.88576798579931,-37.86088,175.33175
"Hamilton (Waikato)","1993-01-01","1993-12-31","1991-2020","Very wet days",6,-37.86088,175.33175
"Hamilton (Waikato)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",21.88576798579931,-37.86088,175.33175
"Hokitika (West Coast)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",103.5,-42.71228,170.98428
"Hokitika (West Coast)","1993-01-01","1993-12-31","1961-1990","Very wet days",8,-42.71228,170.98428
"Hokitika (West Coast)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",22.993727886780317,-42.71228,170.98428
"Hokitika (West Coast)","1993-01-01","1993-12-31","1991-2020","Very wet days",7,-42.71228,170.98428
"Hokitika (West Coast)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",20.92312640720489,-42.71228,170.98428
"Invercargill (Southland)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",35,-46.41741,168.33052
"Invercargill (Southland)","1993-01-01","1993-12-31","1961-1990","Very wet days",6,-46.41741,168.33052
"Invercargill (Southland)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",16.597777165426653,-46.41741,168.33052
"Invercargill (Southland)","1993-01-01","1993-12-31","1991-2020","Very wet days",6,-46.41741,168.33052
"Invercargill (Southland)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",16.597777165426653,-46.41741,168.33052
"Kerikeri (Northland)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",117.2,-35.183,173.926
"Kerikeri (Northland)","1993-01-01","1993-12-31","1961-1990","Very wet days",6,-35.183,173.926
"Kerikeri (Northland)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",33.4467295500232,-35.183,173.926
"Kerikeri (Northland)","1993-01-01","1993-12-31","1991-2020","Very wet days",5,-35.183,173.926
"Kerikeri (Northland)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",29.650533477655788,-35.183,173.926
"Lake Tekapo (Canterbury)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",42.3,-44.002,170.441
"Lake Tekapo (Canterbury)","1993-01-01","1993-12-31","1961-1990","Very wet days",3,-44.002,170.441
"Lake Tekapo (Canterbury)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",16.2823446576307,-44.002,170.441
"Lake Tekapo (Canterbury)","1993-01-01","1993-12-31","1991-2020","Very wet days",4,-44.002,170.441
"Lake Tekapo (Canterbury)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",20.330927653582116,-44.002,170.441
"Masterton (Wellington)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",41.9,-40.957,175.707
"Masterton (Wellington)","1993-01-01","1993-12-31","1961-1990","Very wet days",5,-40.957,175.707
"Masterton (Wellington)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",23.442622950819676,-40.957,175.707
"Masterton (Wellington)","1993-01-01","1993-12-31","1991-2020","Very wet days",5,-40.957,175.707
"Masterton (Wellington)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",23.442622950819676,-40.957,175.707
"Milford Sound (Southland)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",246.1,-44.67384,167.92406
"Milford Sound (Southland)","1993-01-01","1993-12-31","1961-1990","Very wet days",13,-44.67384,167.92406
"Milford Sound (Southland)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",31.440258131803667,-44.67384,167.92406
"Milford Sound (Southland)","1993-01-01","1993-12-31","1991-2020","Very wet days",13,-44.67384,167.92406
"Milford Sound (Southland)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",31.440258131803667,-44.67384,167.92406
"Napier (Hawke's Bay)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",64.8,-39.49846,176.91189
"Napier (Hawke's Bay)","1993-01-01","1993-12-31","1961-1990","Very wet days",3,-39.49846,176.91189
"Napier (Hawke's Bay)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",20.544090056285178,-39.49846,176.91189
"Napier (Hawke's Bay)","1993-01-01","1993-12-31","1991-2020","Very wet days",2,-39.49846,176.91189
"Napier (Hawke's Bay)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",16.135084427767353,-39.49846,176.91189
"Nelson (Nelson)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",51.8,-41.299,173.226
"Nelson (Nelson)","1993-01-01","1993-12-31","1961-1990","Very wet days",5,-41.299,173.226
"Nelson (Nelson)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",26.618379357175193,-41.299,173.226
"Nelson (Nelson)","1993-01-01","1993-12-31","1991-2020","Very wet days",5,-41.299,173.226
"Nelson (Nelson)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",26.618379357175193,-41.299,173.226
"New Plymouth (Taranaki)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",118.2,-39.0079,174.18382
"New Plymouth (Taranaki)","1993-01-01","1993-12-31","1961-1990","Very wet days",6,-39.0079,174.18382
"New Plymouth (Taranaki)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",30.363864491844417,-39.0079,174.18382
"New Plymouth (Taranaki)","1993-01-01","1993-12-31","1991-2020","Very wet days",6,-39.0079,174.18382
"New Plymouth (Taranaki)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",30.363864491844417,-39.0079,174.18382
"Queenstown (Otago)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",44.4,-45.01758,168.74005
"Queenstown (Otago)","1993-01-01","1993-12-31","1961-1990","Very wet days",7,-45.01758,168.74005
"Queenstown (Otago)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",25.65458207452165,-45.01758,168.74005
"Queenstown (Otago)","1993-01-01","1993-12-31","1991-2020","Very wet days",6,-45.01758,168.74005
"Queenstown (Otago)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",22.910372608257806,-45.01758,168.74005
"Reefton (West Coast)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",95.3,-42.11578,171.86014
"Reefton (West Coast)","1993-01-01","1993-12-31","1961-1990","Very wet days",3,-42.11578,171.86014
"Reefton (West Coast)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",12.269904635174097,-42.11578,171.86014
"Reefton (West Coast)","1993-01-01","1993-12-31","1991-2020","Very wet days",3,-42.11578,171.86014
"Reefton (West Coast)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",12.269904635174097,-42.11578,171.86014
"Rotorua (Bay of Plenty)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",74.8,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1993-01-01","1993-12-31","1961-1990","Very wet days",3,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",19.426281375237288,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1993-01-01","1993-12-31","1991-2020","Very wet days",3,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",19.426281375237288,-38.10595,176.31485
"Tara Hills (Canterbury)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",33.6,-44.52612,169.88948
"Tara Hills (Canterbury)","1993-01-01","1993-12-31","1961-1990","Very wet days",3,-44.52612,169.88948
"Tara Hills (Canterbury)","1993-01-01","1993-12-31","1961-1990","Rainfall due to very wet days",16.696841681754172,-44.52612,169.88948
"Tara Hills (Canterbury)","1993-01-01","1993-12-31","1991-2020","Very wet days",4,-44.52612,169.88948
"Tara Hills (Canterbury)","1993-01-01","1993-12-31","1991-2020","Rainfall due to very wet days",21.28344397505532,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","1993-01-01","1993-12-31",NA,"Maximum one-day rainfall",62.5,-38.88784,175.25981
